#Organism group,Strain,Isolate,Create date,Location,Isolation source,AMR genotypes,Virulence genotypes,Stress genotypes,AST phenotypes,Host disease
"Staphylococcus pseudintermedius","HI_0133","PDT001771885.1","2023-06-05T23:22:20Z","USA: Maryland Heights, St. Louis County, Missouri","wound","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0134","PDT001771886.1","2023-06-05T23:22:31Z","USA: Carrollton, Greene County, Illinois","other",,"icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0135","PDT001771887.1","2023-06-05T23:22:31Z","USA: Saint Louis, St. Louis County, Missouri","wound","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,tet(M)=MISTRANSLATION","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0132","PDT001771888.1","2023-06-05T23:22:42Z","USA: Bethalto, Madison County, Illinois","wound","blaI=COMPLETE,blaZ=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0131","PDT001771889.1","2023-06-05T23:22:49Z","USA: Bethalto, Madison County, Illinois","tissue","grlA_D84N=POINT","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0130","PDT001771890.1","2023-06-05T23:23:13Z","USA: Chesterfield, St. Louis County, Missouri","wound","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0129","PDT001771891.1","2023-06-05T23:23:14Z","USA: Saint Louis, St. Louis County, Missouri","respiratory","blaI=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE,dfrG=COMPLETE","icaC=COMPLETE,seq=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0128","PDT001771892.1","2023-06-05T23:23:17Z","USA: Saint Louis, St. Louis County, Missouri","respiratory","grlA_D84N=POINT","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0127","PDT001771893.1","2023-06-05T23:23:23Z","USA: Caseyville, St. Clair County, Illinois","tissue","blaI=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0126","PDT001771894.1","2023-06-05T23:23:39Z","USA: Dahlgren, Hamilton County, Illinois","abscess","blaI=COMPLETE,blaZ=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0125","PDT001771895.1","2023-06-05T23:23:49Z","USA: Collinsville, Madison County, Illinois","tissue",,"icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0122","PDT001771896.1","2023-06-05T23:23:57Z","USA: Chesterfield, St. Louis County, Missouri","wound","aac(6')-Ie/aph(2'')-Ia=COMPLETE,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,dfrG=COMPLETE,erm(B)=COMPLETE,grlA_S80I=POINT,sat4=MISTRANSLATION,tet(M)=COMPLETE","icaC=COMPLETE,seq=COMPLETE","qacG=COMPLETE",,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0124","PDT001771897.1","2023-06-05T23:24:02Z","USA: Saint Louis, St. Louis County, Missouri","wound","grlA_D84N=POINT","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0123","PDT001771898.1","2023-06-05T23:24:08Z","USA: Bonne Terre, St. Francois County, Missouri","other","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,tet(M)=MISTRANSLATION","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0119","PDT001771899.1","2023-06-05T23:24:31Z","USA: Saint Louis, St. Louis County, Missouri","other","tet(M)=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0118","PDT001771900.1","2023-06-05T23:24:37Z","USA: Moscow Mills, Lincoln County, Missouri","wound","aac(6')-Ie/aph(2'')-Ia=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE","icaC=COMPLETE","qacG=COMPLETE",,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0117","PDT001771901.1","2023-06-05T23:24:40Z","USA: Saint Louis, St. Louis County, Missouri","wound","blaI=COMPLETE,blaZ=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0115","PDT001771902.1","2023-06-05T23:24:45Z","USA: Saint Louis, St. Louis County, Missouri","Drainage or DRN","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0116","PDT001771903.1","2023-06-05T23:24:54Z","USA: Dix, Jefferson County, Illinois","abscess","blaI=COMPLETE,blaZ=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0112","PDT001771904.1","2023-06-05T23:25:13Z","USA: Hoffman, Clinton County, Illinois","wound","aac(6')-Ie/aph(2'')-Ia=COMPLETE,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,catA=COMPLETE,erm(B)=COMPLETE,mecA=COMPLETE,mecR1=PARTIAL,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0114","PDT001771905.1","2023-06-05T23:25:18Z","USA: South Roxana, Madison County, Illinois","wound","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,dfrG=COMPLETE","icaC=COMPLETE,seq=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0113","PDT001771906.1","2023-06-05T23:25:23Z","USA: Park Hills, St. Francois County, Missouri","respiratory","aac(6')-Ie/aph(2'')-Ia=COMPLETE,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,catA=COMPLETE,erm(B)=COMPLETE,mecA=COMPLETE,mecR1=PARTIAL,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0111","PDT001771907.1","2023-06-05T23:25:30Z","USA: Okawville, Washington County, Illinois","wound","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0110","PDT001771908.1","2023-06-05T23:25:40Z","USA: Okawville, Washington County, Illinois","tissue",,"icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0109","PDT001771909.1","2023-06-05T23:25:47Z","USA: Florissant, St. Louis County, Missouri","wound",,"icaC=COMPLETE,sec3=COMPLETE,sel=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0108","PDT001771910.1","2023-06-05T23:26:06Z","USA: Fairview Heights, St. Clair County, Illinois","respiratory","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,mecA=COMPLETE,mecR1=PARTIAL,tet(M)=COMPLETE","icaC=COMPLETE","qacG=COMPLETE",,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0106","PDT001771911.1","2023-06-05T23:26:06Z","USA: Saint Charles, St. Charles County, Missouri","respiratory","dfrG=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0105","PDT001771912.1","2023-06-05T23:26:19Z","USA: Belleville, St. Clair County, Illinois","wound","aac(6')-Ie/aph(2'')-Ia=COMPLETE,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,dfrG=COMPLETE,erm(B)=COMPLETE,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE","qacG=COMPLETE",,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0104","PDT001771913.1","2023-06-05T23:26:31Z","USA: Bonne Terre, St. Francois County, Missouri","wound",,"icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0103","PDT001771914.1","2023-06-05T23:26:36Z","USA: Godfrey, Madison County, Illinois","wound","blaI=COMPLETE,blaR1=PARTIAL_END_OF_CONTIG,blaZ=PARTIAL_END_OF_CONTIG,dfrG=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0101","PDT001771915.1","2023-06-05T23:26:54Z","USA: Farmington, St. Francois County, Missouri","wound",,"icaC=COMPLETE,sec3=COMPLETE,sel=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0098","PDT001771916.1","2023-06-05T23:26:57Z","USA: Moro, Madison County, Illinois","wound","aac(6')-Ie/aph(2'')-Ia=COMPLETE,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,catA=COMPLETE,erm(B)=COMPLETE,grlA_S80R=POINT,sat4=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0097","PDT001771917.1","2023-06-05T23:27:03Z","USA: Waterloo, Monroe County, Illinois","Drainage or DRN","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0094","PDT001771918.1","2023-06-05T23:27:11Z","USA: Rolla, Phelps County, Missouri","respiratory","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0096","PDT001771919.1","2023-06-05T23:27:14Z","USA: Alton, Madison County, Illinois","Drainage or DRN","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0093","PDT001771920.1","2023-06-05T23:27:35Z","USA: Bethalto, Madison County, Illinois","wound","aac(6')-Ie/aph(2'')-Ia=COMPLETE,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,catA=COMPLETE,erm(B)=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0092","PDT001771921.1","2023-06-05T23:27:36Z","USA: Bethalto, Madison County, Illinois","other",,"icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0091","PDT001771922.1","2023-06-05T23:27:43Z","USA: Florissant, St. Louis County, Missouri","wound","ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,erm(B)=COMPLETE,sat4=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0090","PDT001771924.1","2023-06-05T23:27:58Z","USA: Saint Louis, St. Louis County, Missouri","wound","aac(6')-Ie/aph(2'')-Ia=COMPLETE,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,catA=COMPLETE,erm(B)=COMPLETE,grlA_S80I=POINT,gyrA_S84L=POINT,sat4=COMPLETE,tet(K)=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0088","PDT001771925.1","2023-06-05T23:28:09Z","USA: Saint Louis, St. Louis County, Missouri","wound","ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE,dfrG=COMPLETE,erm(B)=COMPLETE,mecA=COMPLETE,mecR1=PARTIAL,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE","qacG=COMPLETE",,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0087","PDT001771926.1","2023-06-05T23:28:13Z","USA: Saint Louis, St. Louis County, Missouri","wound","blaI=COMPLETE,blaZ=COMPLETE",,,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0086","PDT001771927.1","2023-06-05T23:28:27Z","USA: Saint Louis, St. Louis County, Missouri","blood",,"icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0085","PDT001771928.1","2023-06-05T23:28:46Z","USA: Saint Charles, St. Charles County, Missouri","wound","aac(6')-Ie/aph(2'')-Ia=COMPLETE,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,dfrG=COMPLETE,erm(B)=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE,sec3=COMPLETE,sel=COMPLETE,seq=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0083","PDT001771929.1","2023-06-05T23:28:46Z","USA: Herrin, Williamson County, Illinois","wound","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0084","PDT001771930.1","2023-06-05T23:28:54Z","USA: O Fallon, St. Clair County, Illinois","tissue","blaI=COMPLETE,blaZ=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0082","PDT001771931.1","2023-06-05T23:28:57Z","USA: Staunton, Macoupin County, Illinois","wound","blaI=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE","icaC=COMPLETE,sec3=COMPLETE,sel=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0081","PDT001771932.1","2023-06-05T23:29:15Z","USA: O Fallon, St. Charles County, Missouri","wound","blaI=COMPLETE,blaZ=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0080","PDT001771933.1","2023-06-05T23:29:28Z","USA: Wood River, Madison County, Illinois","other","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0079","PDT001771934.1","2023-06-05T23:29:29Z","USA: Fairview Heights, St. Clair County, Illinois","body fluid","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE",,,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0077","PDT001771935.1","2023-06-05T23:29:41Z","USA: Saint Louis, St. Louis County, Missouri","wound","blaI=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0078","PDT001771936.1","2023-06-05T23:29:46Z","USA: Saint Louis, St. Louis County, Missouri","wound","blaI=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0076","PDT001771937.1","2023-06-05T23:29:53Z","USA: Saint Louis, St. Louis County, Missouri","wound","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE","icaC=COMPLETE,sec3=COMPLETE,sel=COMPLETE,seq=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0075","PDT001771938.1","2023-06-05T23:30:05Z","USA: Saint Louis, St. Louis County, Missouri","wound","aac(6')-Ie/aph(2'')-Ia=COMPLETE,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,catA=COMPLETE,dfrG=COMPLETE,erm(B)=COMPLETE,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE","qacG=COMPLETE",,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0074","PDT001771939.1","2023-06-05T23:30:20Z","USA: Wentzville, St. Charles County, Missouri","wound",,"icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0073","PDT001771940.1","2023-06-05T23:30:30Z","USA: Alton, Madison County, Illinois","wound",,"icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0071","PDT001771941.1","2023-06-05T23:30:39Z","USA: Fenton, St. Louis County, Missouri","respiratory","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,dfrG=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0070","PDT001771942.1","2023-06-05T23:30:44Z","USA: Park Hills, St. Francois County, Missouri","wound","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE",,,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0069","PDT001771943.1","2023-06-05T23:30:44Z","USA: Florissant, St. Louis County, Missouri","tissue","aac(6')-Ie/aph(2'')-Ia=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0066","PDT001771944.1","2023-06-05T23:31:12Z","USA: Annapolis, Iron County, Missouri","wound","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0063","PDT001771945.1","2023-06-05T23:31:15Z","USA: Tamaroa, Perry County, Illinois","wound","blaI=COMPLETE,blaZ=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0065","PDT001771946.1","2023-06-05T23:31:20Z","USA: Annapolis, Iron County, Missouri","wound","tet(M)=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0062","PDT001771947.1","2023-06-05T23:31:37Z","USA: Red Bud, Randolph County, Illinois","wound","aac(6')-Ie/aph(2'')-Ia=COMPLETE,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,catA=COMPLETE,dfrG=COMPLETE,erm(B)=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0061","PDT001771948.1","2023-06-05T23:31:38Z","USA: Farmington, St. Francois County, Missouri","wound",,"icaC=COMPLETE,sec3=COMPLETE,sel=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0060","PDT001771949.1","2023-06-05T23:31:45Z","USA: Springfield, Sangamon County, Illinois","respiratory","ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE,erm(B)=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0058","PDT001771950.1","2023-06-05T23:32:00Z","USA: Springfield, Sangamon County, Illinois","respiratory","ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaR1=COMPLETE,blaZ=PARTIAL_END_OF_CONTIG,erm(B)=COMPLETE,sat4=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0059","PDT001771951.1","2023-06-05T23:32:06Z","USA: Springfield, Sangamon County, Illinois","respiratory","ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE,erm(B)=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0056","PDT001771952.1","2023-06-05T23:32:15Z","USA: South Roxana, Madison County, Illinois","tissue","ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaR1=COMPLETE,blaZ=PARTIAL_END_OF_CONTIG,erm(B)=COMPLETE,sat4=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0055","PDT001771953.1","2023-06-05T23:32:16Z","USA: Caledonia, Washington County, Missouri","wound","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0054","PDT001771954.1","2023-06-05T23:32:23Z","USA: Caledonia, Washington County, Missouri","wound","aac(6')-Ie/aph(2'')-Ia=COMPLETE,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,catA=COMPLETE,erm(B)=COMPLETE,grlA_S80I=POINT,gyrA_S84L=POINT,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE","qacG=COMPLETE",,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0053","PDT001771955.1","2023-06-05T23:32:40Z","USA: Brighton, Macoupin County, Illinois","abscess",,"icaC=COMPLETE,sec3=COMPLETE,sel=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0052","PDT001771956.1","2023-06-05T23:32:47Z","USA: Dorsey, Madison County, Illinois","wound","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0051","PDT001771957.1","2023-06-05T23:33:03Z","USA: Saint Louis, St. Louis County, Missouri","wound","ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,erm(B)=COMPLETE,sat4=COMPLETE","icaC=COMPLETE","qacG=COMPLETE",,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0042","PDT001771958.1","2023-06-05T23:33:08Z","USA: Alton, Madison County, Illinois","tissue","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0050","PDT001771959.1","2023-06-05T23:33:09Z","USA: Bourbon, Crawford County, Missouri","respiratory","aac(6')-Ie/aph(2'')-Ia=COMPLETE,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,catA=COMPLETE,erm(B)=COMPLETE,grlA_S80I=POINT,gyrA_S84L=POINT,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE","qacG=COMPLETE",,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0040","PDT001771960.1","2023-06-05T23:33:31Z","USA: Collinsville, Madison County, Illinois","wound","blaI=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE,mecA=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE","qacH=COMPLETE",,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0041","PDT001771961.1","2023-06-05T23:33:39Z","USA: Grafton, Jersey County, Illinois","wound","blaI=COMPLETE,blaZ=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0038","PDT001771962.1","2023-06-05T23:33:52Z","USA: Saint Louis, St. Louis County, Missouri","respiratory",,"icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0039","PDT001771963.1","2023-06-05T23:33:53Z","USA: Saint Louis, St. Louis County, Missouri","respiratory","aac(6')-Ie/aph(2'')-Ia=COMPLETE,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,dfrG=COMPLETE,erm(B)=COMPLETE,grlA_S80R=POINT,gyrA_E88K=POINT,mecA=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0036","PDT001771964.1","2023-06-05T23:34:09Z","USA: Freeburg, St. Clair County, Illinois","wound",,"icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0016","PDT001771965.1","2023-06-05T23:34:24Z","USA: Farmington, St. Francois County, Missouri","wound","ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE,erm(B)=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE","qacG=COMPLETE",,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0012","PDT001771966.1","2023-06-05T23:34:36Z","USA: Brighton, Macoupin County, Illinois","tissue","aac(6')-Ie/aph(2'')-Ia=COMPLETE,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,dfrG=COMPLETE,erm(B)=COMPLETE,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0014","PDT001771967.1","2023-06-05T23:34:45Z","USA: Alton, Madison County, Illinois","respiratory","aac(6')-Ie/aph(2'')-Ia=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,mecA=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE","qacG=COMPLETE",,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0013","PDT001771968.1","2023-06-05T23:34:56Z","USA: Chesterfield, St. Louis County, Missouri","tissue","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0037","PDT001771969.1","2023-06-05T23:35:09Z","USA: Godfrey, Madison County, Illinois","wound","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,dfrG=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0010","PDT001771970.1","2023-06-05T23:35:09Z","USA: Alton, Madison County, Illinois","other","ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,catA=COMPLETE,erm(B)=COMPLETE,sat4=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0011","PDT001771971.1","2023-06-05T23:35:15Z","USA: Brighton, Macoupin County, Illinois","tissue","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
